Review Title,Review Text,Sentiment,Review Length
Good quality product,Product is original & genuine. Simply super b.Thanks to flip kart.,1,11
Just wow!,"Worst product delivery from flipkart, flipkart is not bothering about customers, it's simply delivering unsealed and used products.",0,18
shuttle awesome,Good,1,1
Brilliant,Nice product at lowest price..,1,5
Nice,Super product,1,2
Must buy!,Good shuttles.,1,2
Worth the money,excellent product at low price...genuine... Loved it...,1,7
Just wow!,Gud,1,1
Highly recommended,Fabulous product,1,2
Moderate,Best shuttles... Used for pro tournaments.... 1 shuttle can be used 2-3 days (rough use) intermediate play,1,17
Great product,Very nice,1,2
Simply awesome,Satisfied with the quality. Good product.,1,6
Must buy!,nice and gud product no damage gud,1,7
Awesome,"5star for flipkart delivery. Order placed at 7.30pm, shipped at 8pm, delivered next morning at 10am. #bangalore Thumbs. Up to their logistics. Product is original",1,25
Wonderful,Very good quality was supplied,0,5
Worth the money,Excellent....,1,1
Value-for-money,Nice one.. as quality concerns old dated manufacturing,1,8
Great product,Good quality shuttle. Original,1,4
Classy product,Original product good quality 👍,1,5
Terrible product,packaging was very pathetic. the box containing the shuttle was deformed. proper packaging was required i guess.,0,17
Must buy!,Gud product,1,2
Simply awesome,Very nice to play,1,4
Did not meet expectations,Very good product..,1,3
Really Nice,Good one....,1,2
Highly recommended,Good product,1,2
Good quality product,"The seller is good, the product was new. And delivery was also on time.",1,14
Nice product,Nothing,0,1
Delightful,Very good,1,2
Worth every penny,Good quality product!!!!,1,3
Good choice,Waste,0,1
Brilliant,It's Good,1,2
Simply awesome,Fine,1,1
Simply awesome,Cork not good,1,3
Could be way better,Good,0,1
A+,Nice,1,1
Terrific,Better,1,1
Really Nice,Very nice,1,2
Perfect product!,Very good quality,1,3
Value-for-money,It's awesome,1,2
Worth the money,Good product,1,2
Delightful,Top class,1,2
Simply awesome,It is not good so very lose,0,7
Hated it!,Good pankig,1,2
Classy product,Product is good. Improvement required in delivery time.,1,8
Best in the market!,Thank you flipkart for my return and great shuttle to play in outdoor,1,13
Really Nice,Shuttles speed is proper. Quality is not great. Two hours of play n the shuttle is totally in a devasted condition . Good but not great is the conclusion . Would I buy again is a question to think about.,0,40
Must buy!,good product,1,2
Fair,Original Yonex shuttle. It's flight is good even after using for more than 10 games.,1,15
Highly recommended,Too bad don't buy,0,4
Nice product,NYC,1,1
Terrific purchase,Good to purchase,1,3
Nila Asangbam,Good,1,1
Very Good,Good enough for the price,1,5
Nice,Good,1,1
Good 1 for intermediate players,Nice quality,1,2
Awesome,Best for playing...slightly faster than feather shuttles...but gr8 than other nylon shuttles ...,1,13
Best in the market!,Product is not up to the mark..shuttlecocks get tarn in few days itself,0,13
Good,Awesome,1,1
Highly recommended,Product is very nice delivery is very bad,1,8
Delightful,Best ever,1,2
Moderate,"Arrived on time, good product",1,5
Worst experience ever!,Excellent,1,1
Must buy!,"I think, it is perfect shuttle 4 beginners n regular practice.",0,11
Must buy!,Very good product,1,3
Decent product,Nice product,1,2
Wonderful,Poor quality,1,2
Great product,Perfect,1,1
Simply awesome,Original product. Great deal,1,4
Highly recommended,Stays long ..,1,3
Awesome,Fast delevery. Item quality good.,1,5
Nice,Nice,1,1
Waste of money!,So bad,1,2
Don't waste your money,Got it for <600Decent product,1,5
Terrific purchase,Good Product,0,2
Moderate,Worth,1,1
Good choice,Nice product...,1,2
Just wow!,Wasted,1,1
Excellent,Love it...,1,2
Value-for-money,ok,0,1
Useless product,"Discounted items are really worst. All the shuttle got damaged from cork after 2-3 matches. This happened for all  4, who ordered in similar time. It must be priced around 500 /- for such a poor build quality. It must be recycled cork. Now a days retailer shops are also selling at same price 700/-, better to purchase from there",0,60
Slightly disappointed,Super I buy this offer the price is good 640,1,10
Utterly Disappointed,Low quality product,0,3
Fabulous!,Thanku flipkart,1,2
Not good,"Mavis 350 shuttles are excellent but if these comes in contact with dewa(water), these don't last for much time.",0,19
Absolute rubbish!,"I am using from last 2 year for regular playing, best nylon shuttle..",1,13
Wonderful,Great one....!!!!!,1,2
Value-for-money,Awesome,1,1
Nice product,"Good quality,delivered earlier than expected date...",1,6
Slightly disappointed,Good product but late delivery...,0,5
Wonderful,Worst don't buy.. all the corks are throttling..Delivering QA failed products,0,11
Best in the market!,Thise product too old,0,4
Classy product,"Though it is mentioned as Yonex, quality is poor.",1,9
Simply awesome,"It was a horrible experience for me. First the seller sent a pack of white child playing shuttle of (may be ) ₹20 . That too this was packed in Mavis 350 cover. When contacted , Flipkart told dat, they had no idea why d seller did so despite d fact dat it was  'Flipkart ASSURED'. Anyway they promised to change& they changed it. Relieved",0,65
Excellent,Poor quality,0,2
Pretty good,Good quality.,1,2
Wonderful,Good Product!,1,2
Simply awesome,Great,1,1
Does the job,very very poor quality,0,4
Perfect product!,"Good product and it, s good for out door courts  must buy",1,12
Highly recommended,Nice product. Worth for money. Low price.,1,7
Fair,Awesome price.. Gud package and authentic product,1,7
Very Good,good  product  ...,1,3
Wonderful,Superb,1,1
Worthless,Super quality....!,1,2
Worth the money,Product is good,1,3
Must buy!,Good product,0,2
Awesome,Very gud 1,1,3
Best in the market!,Delivered in right time,1,4
Worth the money,Excellent price,1,2
Good,1 shuttle is almost going  for 10 doubles hard games.but little bit fast as compared to similar model from other vendors.,0,21
Value-for-money,Product is good.Service is very fast. Within 2 days I got my item. Thanks Flipkart.,1,15
Just okay,Such a low quality product. This one is not original Mavis 350 as each cork has not lasted for even a single match. This seller has to be blacklisted by Flipkart.,0,31
Brilliant,It is good and delivered on time but the shuttle doesn't last for even 4 days ...the sticker inside it got out the first day..,1,25
Terrific,Poor quality,0,2
Good quality product,awesome......,1,1
Super!,I was getting for 640 so i ordered 2. :),1,10
Good product,Very good,1,2
Awesome,Fine,0,1
Just wow!,Product is very good.,1,4
Terrific,Nice,0,1
Just wow!,"Best shuttles for beginners and good practicing badminton i will always suggest ""MAVIS 350"" for outdoor and indoor as well",1,20
Wonderful,Igood product,1,2
Good,Genuine Mavis 350 shuttle. Thanks Flipkart for such amazing price.,1,10
Delightful,Very good product,1,3
Nice,Good Product.,1,2
Decent product,Nice product. 👍,1,3
Wonderful,V good,1,2
Simply awesome,Very very good,1,3
Simply awesome,Good not bad,0,3
Awesome,Send the product with extra packing as it can not be used if it is pressed during transportation,0,18
Worth the money,Satisfactory,1,1
Simply awesome,Soo nice and it is the correct price to buy,1,10
Wonderful,Nice product,0,2
Excellent,Good,0,1
Just wow!,Very good product and reasonable price,1,6
Wonderful,Less price frm mrkt nice prdct but very delay to delivery thts nt gd,1,14
Must buy!,100%pure products that i received,1,5
Perfect product!,Product was not good,0,4
Value-for-money,Best of Yonex Mavis. Value price & super fast delivery in 1 day,1,13
Excellent,Excellent product.... thanks Flipkart for fast delivery....,1,7
Awesome,NOT BAD ITS REALLY GOOD QUALITY,1,6
Mind-blowing purchase,Fully satisfied with these order,1,5
Brilliant,Awesome quality and best price,1,5
Classy product,Very nice product...good quality.,1,4
Good choice,delivery boy is very nice in behaviour,1,7
Mind-blowing purchase,Very Good product like normal sports store! All 6 are nice condition.,1,12
Awesome,Good quality shuttle....lasts upto one week per shuttle even after rough use,1,12
Brilliant,nice bt come to delay,1,5
Pretty good,Good purchase,1,2
Really Nice,it's good product....durability is well.,1,5
Terrific purchase,Good serviece,1,2
Must buy!,Excellent!,1,1
Perfect product!,Product is good..,1,3
Perfect product!,It was amazing Hello flipkart I wany you to tell somthing that my badminton tournament  is coming so please please  give free delivery on yonex voltric 100ld  please please  ok .,1,31
Very Good,I m very happy to you are service. Keep it up,1,11
Nice product,Very good.. superb,1,3
Mind-blowing purchase,I like,1,2
Highly recommended,Satisfying product one can easily rely on flipkart,1,8
Worth the money,Original and good product,1,4
Useless product,Cool product in less price !! Thanks for this flipkart,1,10
Must buy!,Superb shipping..fast delivery...good item at shown...Thanx flipcart,1,7
Nice product,Its nice and recommend to use it #made in japanVery good quality👍👍👍👍,1,12
Just wow!,It is good shuttle but costly.,1,6
Excellent,Perfect flipkstr,1,2
Delightful,Nice shuttle .....,1,3
Excellent,Wow,1,1
Great product,I usually buy it from the market and it lasts 4-5 days easily. This time I bought it online and it didn't even last one day. Also the shuttle is much slower than the same bought from market. I feel it is a fake product with exact copied packaging,0,49
Wonderful,Good product...,1,2
Best in the market!,Just awasome,1,2
Fair,Really good product.....thnks Flipkart,1,4
Really Nice,Nice product.,1,2
Terrific,Best deal ..,1,3
Very Good,Nice product..4.5 stars,1,3
Fabulous!,Smart,1,1
Terrific,Within 48 hrs delivered good product,1,6
Simply awesome,Reasonable price comparatively,1,3
Simply awesome,Fast Delivery and Nice Shuttle for beginners,1,7
Terrific,Cheap and product as described and expected.,1,7
Does the job,Well in time,1,3
Slightly disappointed,Superb,1,1
Good quality product,Good quality at low prices,1,5
Good quality product,Got the genuine product,1,4
Best quality,Good product,1,2
Must buy!,Perfect pack! Completely packed and sealed box! Very nice.,1,9
Pretty good,Yo,1,1
Excellent,Average,0,1
Just wow!,"Very poor quality , This Time i totally wrong product...i really unhappy For seller.",0,14
Must buy!,For normal play only,0,4
Just okay,Good buy,1,2
Excellent,Quality is good ok,1,4
Pretty good,Top,1,1
Wonderful,Excellent..product..,1,1
Terrific purchase,Genuine quality. Checked on their official Sunrise website. All shuttles brand new. Top notch. Box was a little squeezed. But shuttles were intact.,1,23
Nice shuttle,Very good,1,2
Excellent,Just great,1,2
Terrific purchase,Good product.,0,2
Don't waste your money,Best shuttles in less amount with offer,1,7
Absolute rubbish!,Good,1,1
Decent product,Medium Speed.. I bought it for ₹578 on flipkart. If you want more speed go for mavis 300i,1,18
Classy product,Very good shuttles,1,3
Utterly Disappointed,Very nice original product.,1,4
Classy product,This shuttle is very nice and delivery is also very good,1,11
Excellent,Good product but worst delivery service,0,6
Decent product,Good one,1,2
good,Awesome,1,1
Very Good,Ok,0,1
Did not meet expectations,"Dear all,The reason I gave this product a single star is due to the following reasons. The product authenticity is in question as the box that i ordered lasted very less.max 3 set's. After that it started disintegrating. And the cork came out. Further on comparison with the other  box of shuttle which i purchased from my sports shop gguy lasted for more than 7 games before disintegrating. The colour of both the shuttle on comparison the box from flipkart has a darker green yellowish tin...",1,86
Just okay,Costly.. quality is okay,0,4
Nice,Avarage,0,1
Very poor,Worst product....Dont buy from flifkart,0,5
Decent product,Best option to purchase with least price,1,7
Wonderful,Not so much good... ! Kamchalao ......,0,7
Awesome,good,1,1
Mind-blowing purchase,Worst product Dont buy,0,4
Wonderful,nice bt deadly slow,1,4
Slightly disappointed,"Except packing of Flipkart, everything is good",1,7
