Final Text,Sentiment
excellent. perfect flipkstr,1
delightful. nice shuttle .....,1
excellent. wow,1
great product. i usually buy it from the market and it lasts 4 5 days easily. this time i bought it online and it didn t even last one day. also the shuttle is much slower than the same bought from market. i feel it is a fake product with exact copied packaging,0
wonderful. good product...,1
best in the market . just awasome,1
fair. really good product.....thnks flipkart,1
really nice. nice product.,1
terrific. best deal ..,1
very good. nice product..4.5 stars,1
fabulous . smart,1
terrific. within 48 hrs delivered good product,1
simply awesome. reasonable price comparatively,1
simply awesome. fast delivery and nice shuttle for beginners,1
terrific. cheap and product as described and expected.,1
does the job. well in time,1
slightly disappointed. superb,1
good quality product. good quality at low prices,1
good quality product. got the genuine product,1
best quality. good product,1
must buy . perfect pack completely packed and sealed box very nice.,1
pretty good. yo,1
excellent. average,0
just wow . very poor quality this time i totally wrong product...i really unhappy for seller.,0
must buy . for normal play only,0
just okay. good buy,1
excellent. quality is good ok,1
pretty good. top,1
wonderful. excellent..product..,1
terrific purchase. genuine quality. checked on their official sunrise website. all shuttles brand new. top notch. box was a little squeezed. but shuttles were intact.,1
nice shuttle. very good,1
excellent. just great,1
terrific purchase. good product.,0
don t waste your money. best shuttles in less amount with offer,1
absolute rubbish . good,1
decent product. medium speed.. i bought it for 578 on flipkart. if you want more speed go for mavis 300i,1
classy product. very good shuttles,1
utterly disappointed. very nice original product.,1
classy product. this shuttle is very nice and delivery is also very good,1
excellent. good product but worst delivery service,0
decent product. good one,1
good. awesome,1
very good. ok,0
did not meet expectations. dear all the reason i gave this product a single star is due to the following reasons. the product authenticity is in question as the box that i ordered lasted very less.max 3 set s. after that it started disintegrating. and the cork came out. further on comparison with the other box of shuttle which i purchased from my sports shop gguy lasted for more than 7 games before disintegrating. the colour of both the shuttle on comparison the box from flipkart has a darker green yellowish tin...,1
just okay. costly.. quality is okay,0
nice. avarage,0
very poor. worst product....dont buy from flifkart,0
decent product. best option to purchase with least price,1
wonderful. not so much good... kamchalao ......,0
awesome. good,1
mind blowing purchase. worst product dont buy,0
wonderful. nice bt deadly slow,1
slightly disappointed. except packing of flipkart everything is good,1
value for money. full bawkbass waste of money cant use after playing for 2 hours.,1
delightful. too much time taken for delivery otherwise product is excellent,0
must buy . good quality product.thanks to ekart courier boy and flipkart for giving this in time.,1
hated it . very glamorous shuttles... thanxx flipkart,1
terrific. awesome quality....,1
terrific. not happy with the shuttle s and looks duplicte shuttle,0
fabulous . i happy with these shuttles,1
perfect product . delivered promptly. good quality,1
just wow . orginal product,1
classy product. awesome product and right time delivery,1
just wow . product was as expected,1
brilliant. old item,0
brilliant. original yonex shuttles. excellent flight.,1
hated it . super..,0
fabulous . got the product on time and it is of best quality.,1
value for money. thanks,1
moderate. good,1
awesome. good and genuine .,1
brilliant. amazing at 536 rupee,1
terrible product. very nice product,1
good choice. very good quality product...the shuttle just doesnt gives up howsomuch you beat it...sturdy enough.,1
simply awesome. quality not good..,0
pretty good. i must say ... delivery time is perfect in every aspect..u delivered two of my product that too and different states...u really deserve these stars,1
excellent. nice1,1
very poor. am not sure if it was original shuttles the green sticker that holds the cork skin was just getting cut in all. never had seen such so far...,0
must buy . it is not original poor quality,0
perfect product . good quality appreciated thnks,1
nice product. excellent,1
worth the money. poor quality no use for intermediate n advance d players.,1
fabulous . good product,1
worth every penny. great product at less price thank you flipkart ....,1
terrific purchase. price too high.,0
nice product. fine,0
super . packing was not good,0
super . please rate very to mach.. products very good,1
wonderful. not balanced,0
mind blowing purchase. best,1
nice product. good product.,1
perfect product . it s good,1
fabulous . best price,1
pretty good. good quality good delivery service. keep it up.,1
excellent. best shuttle..,1
perfect product . authentic...go for it i have got it for only 521...thanks flipkart,1
brilliant. good shuttles,1
great product. it s a good product,1
low quality product. good prodict bt price is the same in retailshops also,1
good quality product. very gpod shuttle,1
excellent. nice,1
value for money. good quality original from yonex. i was worried if it comes in white but hopefully they sent me nylon yellow. thanks will purchase again for rs.679,1
